Program:    MAESPA                                                                          
 Fluxes for each layer on an hourly basis
 Columns: 
       Date: simulation date
       Hour:  hour of the day
       Area of given layer(L) (m^2)
       JMAX(current) in given layer(L) (umol m-2 s-1)
       VCMAX(current) in given layer(L) (umol m-2 s-1)
       absorbed PAR for a given layer(L) (umol m-2 leaf s-1) 
       photosynthesis net of Rleaf  for a given layer(L)(umol m-2 leaf s-1)
       transpiration for a given layer(L) (umol m-2 leaf s-1)

  Day Hour TreeIndex# SpeciesID# L1Area L2Area L3Area L4Area L5Area L6Area L1JMAX L2JMAX L3JMAX L4JMAX L5JMAX L6JMAX L1VCMAX L2VCMAX L3VCMAX L4VCMAX L5VCMAX L6VCMAX L1PAR L2PAR L3PAR L4PAR L5PAR L6PAR L1PNetRleaf L2PNetRleaf L3PNetRleaf L4PNetRleaf L5PNetRleaf L6PNetRleaf L1Transpiration L2Transpiration L3Transpiration L4Transpiration L5Transpiration L6Transpiration
    1     1    44     1    4.84028   13.38195   20.21528   25.34028   28.75694   30.46527  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     1    44     1    4.84028   13.38195   20.21528   25.34028   28.75694   30.46527  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     1    45     1    7.04398   19.47455   29.41898   36.87731   41.84954   44.33565  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     1    46     1    4.09259   11.31482   17.09259   21.42592   24.31481   25.75926  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     2    44     1    4.84028   13.38195   20.21528   25.34028   28.75694   30.46527  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     2    44     1    4.84028   13.38195   20.21528   25.34028   28.75694   30.46527  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     2    45     1    7.04398   19.47455   29.41898   36.87731   41.84954   44.33565  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     2    46     1    4.09259   11.31482   17.09259   21.42592   24.31481   25.75926  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     3    44     1    4.84028   13.38195   20.21528   25.34028   28.75694   30.46527  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
    1     3    44     1    4.84028   13.38195   20.21528   25.34028   28.75694   30.46527  145.39999  145.39999  145.39998  145.40001  145.39996  145.40001   89.50000   89.50000   89.49999   89.50001   89.49998   89.50001       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00
