TREE NO:      1
  PAR:         FREQUENCY (M^2.HR): 
   12.50   123.000038
   37.50   110.116325
   62.50   130.650391
   87.50   135.631729
  112.50   124.800392
  137.50   125.759651
  162.50   108.741669
  187.50    97.610985
  212.50    99.462723
  237.50   108.372368
  262.50    93.851669
  287.50    76.511871
  312.50    57.801369
  337.50    53.049160
  362.50    40.511757
  387.50    38.802090
  412.50    36.634689
  437.50    39.439663
  462.50    39.978462
  487.50    34.128418
  512.50    35.386192
  537.50    51.852486
  562.50    62.967239
  587.50    64.089325
  612.50    87.555153
  637.50    79.354149
  662.50    76.921478
  687.50   105.856789
  712.50   121.132065
  737.50   141.777573
  762.50   131.840820
  787.50   111.070793
  812.50    86.655685
  837.50    77.967232
  862.50    64.547531
  887.50    41.610394
  912.50    28.666098
  937.50    16.754131
  962.50    14.139530
  987.50     0.000000
 1012.50     0.000000
 1037.50     0.000000
 1062.50     0.000000
 1087.50     0.000000
 1112.50     0.000000
 1137.50     0.000000
 1162.50     0.000000
 1187.50     0.000000
 1212.50     0.000000
 1237.50     0.000000
 1262.50     0.000000
 1287.50     0.000000
 1312.50     0.000000
 1337.50     0.000000
 1362.50     0.000000
 1387.50     0.000000
 1412.50     0.000000
 1437.50     0.000000
 1462.50     0.000000
 1487.50     0.000000
 1512.50     0.000000
 1537.50     0.000000
 1562.50     0.000000
 1587.50     0.000000
 1612.50     0.000000
 1637.50     0.000000
 1662.50     0.000000
 1687.50     0.000000
 1712.50     0.000000
 1737.50     0.000000
 1762.50     0.000000
 1787.50     0.000000
 1812.50     0.000000
 1837.50     0.000000
 1862.50     0.000000
 1887.50     0.000000
 1912.50     0.000000
 1937.50     0.000000
 1962.50     0.000000
 1987.50     0.000000
 2012.50     0.000000
 2037.50     0.000000
 2062.50     0.000000
 2087.50     0.000000
 2112.50     0.000000
 2137.50     0.000000
 2162.50     0.000000
 2187.50     0.000000
 2212.50     0.000000
 2237.50     0.000000
 2262.50     0.000000
 2287.50     0.000000
 2312.50     0.000000
 2337.50     0.000000
 2362.50     0.000000
 2387.50     0.000000
 2412.50     0.000000
 2437.50     0.000000
 2462.50     0.000000
 2487.50     0.000000
 2512.50     0.000000
 2537.50     0.000000
 2562.50     0.000000
 2587.50     0.000000
 2612.50     0.000000
