   1       0.7472   0.4338   0.2773
   2       0.7341   0.4159   0.2605
   3       0.7066   0.3874   0.2473
   4       0.5910   0.5618   0.3886
   5       0.5262   0.4957   0.3488
   6       0.4925   0.4457   0.3070
   7       0.4186   0.6583   0.5051
   8       0.3517   0.5488   0.4190
   9       0.3436   0.5363   0.4106
  10       0.3742   0.7700   0.6828
  11       0.3333   0.7948   0.6877
  12       0.2790   0.7770   0.6537
  13       0.3274   0.8435   0.7859
  14       0.3007   0.8792   0.8225
  15       0.2776   0.9197   0.8636
  16       0.3351   0.9317   0.8844
  17       0.3389   0.9517   0.9071
  18       0.3314   0.9731   0.9320
  19       0.7465   0.4879   0.3150
  20       0.6743   0.4653   0.2924
  21       0.6553   0.4575   0.2854
  22       0.5660   0.6069   0.4400
  23       0.5761   0.6453   0.4780
  24       0.5357   0.6514   0.4850
  25       0.4812   0.6903   0.5481
  26       0.4653   0.7280   0.5834
  27       0.4810   0.7636   0.6043
  28       0.4036   0.7709   0.6860
  29       0.4307   0.8111   0.7248
  30       0.4312   0.8594   0.7747
  31       0.3530   0.8435   0.7859
  32       0.3469   0.8792   0.8225
  33       0.3683   0.9197   0.8636
  34       0.3629   0.9317   0.8844
  35       0.3778   0.9517   0.9071
  36       0.3923   0.9731   0.9319
  37       0.7266   0.4717   0.3107
  38       0.6823   0.4830   0.3069
  39       0.6584   0.4933   0.3172
  40       0.4917   0.5175   0.3661
  41       0.4928   0.5425   0.3942
  42       0.4812   0.5754   0.4146
  43       0.4537   0.6958   0.5583
  44       0.5004   0.7411   0.6058
  45       0.5178   0.7917   0.6579
  46       0.3678   0.7723   0.6916
  47       0.3883   0.8116   0.7267
  48       0.3939   0.8541   0.7662
  49       0.3593   0.8435   0.7859
  50       0.4010   0.8792   0.8225
  51       0.4275   0.9197   0.8636
  52       0.3554   0.9317   0.8844
  53       0.3717   0.9517   0.9071
  54       0.3819   0.9731   0.9319
  55       0.6909   0.4121   0.2653
  56       0.6739   0.3997   0.2600
  57       0.6831   0.4008   0.2628
  58       0.5145   0.4897   0.3342
  59       0.5084   0.4906   0.3371
  60       0.5529   0.5323   0.3641
  61       0.3901   0.6133   0.4759
  62       0.3638   0.6372   0.5069
  63       0.3768   0.6951   0.5507
  64       0.3524   0.7714   0.6880
  65       0.3532   0.8132   0.7326
  66       0.3759   0.8591   0.7735
  67       0.3358   0.8435   0.7859
  68       0.3411   0.8792   0.8225
  69       0.3549   0.9197   0.8636
  70       0.3449   0.9317   0.8844
  71       0.3348   0.9517   0.9071
  72       0.3429   0.9731   0.9320
