Met file for Wind River, Washington, USA

&environ
difsky = 0.0
ca = 410.663661655329
press = 96777.473218838
/

&latlong
lat=45 49 13.8
long=121 57	6.8394
tzlong=120
lonhem='W'
lathem='N'
/

startdate and enddate format: dd/mm/yy
&metformat
dayorhr=1
khrsperday=48
nocolumns=9
startdate='01/01/14'
enddate='31/12/14'
columns='DATE'	'TAIR'	'WIND'	'RH%'	'PRESS'	'RAD'	'PAR'	'TSOIL'	'CA'
/

DATA STARTS
62	10.19238	0.3728863	84.37463	95923.45	147.8	349.6	0.639726667	394.2255016
62	9.291606	0.6097194	85.31745	95973.34	120.6	270.6	0.648666667	394.1589406
62	9.001428	0.6229652	88.8399	96030.19	63.62	141.3	0.642643333	392.8125831
62	8.761094	0.3872088	86.91689	96093.64	27.03	58.36	0.654863333	393.5979184
62	7.941857	0.3822601	92.8469	96139.63	12.83	26.68	0.645593333	392.4601451
62	6.723652	0.4111439	99.77766	96189.7	-9999	1.209	0.64386	392.5070328
62	5.595118	0.8183814	100	96234.8	-9999	0	0.638936667	396.4423521
62	4.851276	0.4734421	100	96288	-9999	0	0.648926667	398.4352133
62	4.316838	0.7794559	100	96325.01	-9999	0	0.649806667	399.8392057
62	4.380803	0.3643989	100	96347.42	0.129	-9999	0.65295	399.7220567
62	4.270507	0.595757	100	96389.03	-9999	-9999	0.655033333	399.7875043
62	4.027915	0.5489193	100	96410.5	-9999	-9999	0.65777	402.4743081
62	3.459168	0.8391625	100	96424.13	-9999	-9999	0.664703333	404.3805732
62	3.329167	0.9884578	100	96432.98	-9999	-9999	0.667573333	405.5830737
62	3.20207	0.8230745	100	96446.08	0.013	-9999	0.675176667	406.4137703
62	3.221155	1.081362	100	96451.8	-9999	-9999	0.673343333	407.3357644
63	3.154871	0.8829815	100	96460.27	-9999	-9999	0.667886667	407.8943203
63	3.077815	1.012838	100	96465.72	-9999	-9999	0.672176667	408.8818331
63	2.910294	28.74927	100	96491.91	-9999	-9999	0.677383333	409.4570366
63	3.159058	0	100	96516.85	-9999	-9999	0.676356667	409.3882712
63	2.96496	0	100	96514.35	-9999	-9999	0.68159	410.7955607
63	2.952755	1.007115	100	96494.77	-9999	-9999	0.68422	410.425202
63	3.008761	0.8047292	100	96518.64	-9999	-9999	0.691326667	410.3017348
63	2.871736	28.98363	100	96524.41	-9999	-9999	0.693373333	411.3139836
63	3.003198	0.692179	100	96519.81	0.142	-9999	0.703656667	412.142252
63	3.06501	0.6860274	100	96523.07	0.098	-9999	0.6615	411.0145467
63	3.199837	0.9203646	100	96539.57	0.071	-9999	0.690906667	411.1928536
63	3.061604	0.588365	100	96548.24	0.173	-9999	0.702723333	411.8689109
63	3.269151	1.724299	100	96557.79	0.009	-9999	0.703416667	411.1806778
63	2.658443	1.643108	100	96557.48	0.027	-9999	0.706846667	416.1944929
63	2.896102	0.7547496	100	96565.43	3.339	4.607	0.703296667	414.1801988
63	3.005971	0.8453237	100	96580.37	21.47	38.2	0.702366667	414.8479548
63	3.286345	0.7859861	100	96602.36	39.86	78.8	0.713853333	412.9874357
63	3.395355	1.59037	100	96618	50.89	105	0.708483333	413.0094321
63	3.587737	0.9958028	100	96652.89	58.87	125.8	0.708513333	412.4476672
63	4.080497	1.848358	100	96665.86	73.7	160.9	0.709053333	410.2486957
63	4.044468	1.714049	100	96664.67	160.5	342.9	0.702503333	411.0485771
63	5.034749	1.073	100	96665.29	254.3	532.6	0.700773333	407.3418169
63	5.921699	2.22272	100	96654.9	233.8	509.7	0.700766667	405.1255126
63	6.149067	0.9074507	100	96646.93	214.8	479.1	0.701176667	404.3266537
63	6.156014	1.87078	100	96631.37	179.9	407.4	0.70076	403.5252376
63	6.570179	1.307471	100	96613.74	123.3	292.9	0.707366667	400.5716031
63	6.479956	1.712505	100	96602.91	116.1	280.9	0.70941	399.1664121
63	6.574145	1.284898	100	96581.73	90.5	220.8	0.704513333	397.7985745
63	6.776049	0.6193029	100	96564.62	166.9	389.1	0.70734	396.0380825
63	7.214411	1.133819	100	96551.14	222.5	506.8	0.69473	393.7507939
63	7.210371	0.779426	100	96539.01	176.5	411.3	0.714273333	393.0280415
63	7.131021	1.037084	100	96538.57	132.2	309.9	0.71037	392.7645186
63	6.950972	0.3635665	100	96514.77	54.85	132.4	0.71183	393.0056001
63	6.866537	0.9326073	100	96507.16	67.61	157.3	0.712693333	392.4220659
63	6.668633	0.8193	100	96493.32	20.63	49.11	0.71971	393.083049
63	6.629748	0.6513	100	96484.24	15.31	34.17	0.71967	393.1489056
63	6.34745	0.7560706	100	96473.01	3.994	9.49	0.731656667	393.4933708
63	6.035299	1.184943	100	96470.81	-9999	0.245	0.719883333	396.5611138
63	5.667295	1.087661	100	96481.77	-9999	0	0.72612	399.0695711
63	5.748085	0.9857498	100	96462.99	-9999	0	0.723073333	399.9437535
63	5.097912	0.9978226	100	96452.56	-9999	0	0.726313333	404.3507228
63	5.070324	0.8489594	100	96432.79	-9999	0	0.731896667	403.9498226
63	5.24631	1.042822	100	96433.22	-9999	0	0.730853333	405.3850868
63	4.647908	1.513824	100	96419.52	-9999	0	0.733153333	408.4517304
63	4.875468	0.4368637	100	96393.37	-9999	0	0.74246	407.4178347
63	4.514249	1.184523	100	96362.4	-9999	0	0.74598	410.8939615
63	4.512938	0.7895882	100	96333.74	0.311	0	0.749036667	410.6333501
63	4.694633	0.6815079	100	96285.39	0.266	0	0.75899	410.1590563
64	4.366641	0.6181215	100	96215.64	-9999	0	0.773016667	411.585805
64	4.59834	1.099717	100	96200.23	0.2	0	0.721843333	411.2470726
64	4.623924	0.9013023	100	96154.3	0.484	0	0.754633333	415.062157
64	4.444888	0.7230841	100	96110.37	-9999	0	0.757026667	412.6502884
64	4.284752	1.00843	100	96061.77	0.178	0	0.756786667	413.4948622
64	4.627666	0.7301753	100	96021.39	0.657	0	0.758726667	412.1579614
64	4.743966	0	100	95979.24	-9999	0	0.760533333	413.4841407
64	4.270703	0	100	95937.03	0.049	0	0.76484	415.7517521
64	4.591415	0.5513037	100	95886.5	0.546	0	0.75902	413.6617865
64	4.763104	0.623534	100	95858.12	0.355	0	0.769243333	414.6589329
64	4.587336	0.6137818	100	95819.13	0.173	0	0.756143333	417.0742523
64	4.683125	0.9211327	100	95781.37	0.231	0	0.742183333	417.5642989
64	4.752105	1.237755	100	95797.13	0.311	0	0.739383333	419.1744773
64	6.285019	1.022771	100	95785.22	0.928	0	0.733026667	413.6494138
64	7.773131	0.111637	100	95760.97	3.294	3.566	0.725556667	408.706135
64	8.847171	0.2552182	96.9332	95766.37	16.03	34.02	0.715073333	407.1358169
64	7.281803	1.682869	100	95803.39	23.18	48.95	0.710253333	409.3289741
64	6.649275	1.941667	100	95832.12	46.33	99.8	0.710413333	411.2985996
64	7.066665	2.362562	100	95840	75.2	159	0.693163333	408.8251914
64	7.144783	1.951861	100	95847.81	93.3	203.4	0.694746667	408.8315253
64	7.32587	0	100	95867.49	141.7	312.4	0.666663333	407.8526142
64	7.958693	0	100	95861.24	132.5	307.6	0.695413333	405.1636961
64	8.05776	0	100	95854.22	135.3	309.1	0.69635	405.9883068
64	8.613485	0.2446424	100	95833.31	114.4	269.4	0.693866667	403.8071035
64	9.033354	0.3457689	100	95813.71	90	220.7	0.687763333	402.6850624
64	8.873844	0.2439091	100	95752.56	103.5	250.7	0.679653333	403.6346858
64	8.889993	0.7640359	100	95707.59	46.93	124.3	0.678343333	403.687118
64	9.109278	0.922789	100	95646.42	78	191.2	0.678713333	403.6529622
64	9.223001	0.6495947	100	95587.66	39.98	103	0.67091	402.5872819
64	9.029075	1.162717	100	95517.41	35.01	90.3	0.671543333	404.2954549
64	8.712781	0.7390826	100	95476.87	43.03	104.4	0.64572	405.0966432
64	8.696796	1.43147	100	95393.27	21.83	54.34	0.638103333	403.5800492
64	8.666285	0.6549093	100	95340.97	8.21	22.56	0.63562	402.7649619
64	8.703334	0.7906646	100	95321.72	13.37	34.08	0.62739	402.5202766
64	8.598747	0.9828447	100	95213.11	17.13	39.25	0.615383333	402.7485608
64	8.96856	0.1074989	100	95164.6	2.747	6.204	0.599903333	403.028065
64	8.213502	1.220061	100	95098.56	1.402	3.741	0.594156667	405.9435374
64	8.494625	0.3861588	100	95072.78	0.484	0	0.59637	406.0462
64	11.67611	3.176921	88.98118	95129.86	1.016	0	0.584636667	398.5476468
64	12.33624	1.765149	84.66837	95126.12	1.052	0	0.589176667	397.1760824
64	12.22838	2.863163	83.93707	95113.53	1.673	0	0.58798	397.2799904
64	12.00947	1.981095	82.53735	95200.28	0.901	0	0.557943333	397.5223143
64	11.00884	3.36517	82.14676	95244.19	-9999	0	0.574496667	397.7863266
64	10.44227	1.059002	85.5854	95253.58	-9999	0	0.560483333	397.6441537
64	10.68561	2.834306	80.20749	95247.69	1.407	0	0.56042	397.5247018
64	10.15587	2.418632	79.71256	95291.2	1.975	0	0.554013333	398.3525015
64	10.20445	1.400512	81.28728	95298.87	2.237	0	0.544123333	398.3200384
64	10.21392	2.565975	79.11323	95307.37	2.063	0	0.541763333	398.3741061
65	9.598961	2.753392	79.67091	95364.98	1.167	0	0.548483333	398.6336047
65	9.577285	1.313125	79.51842	95384.09	3.018	0	0.54977	398.5359547
65	9.595959	3.341675	76.20672	95386.29	2.308	0	0.545413333	398.6807711
65	8.859715	1.823258	80.27295	95440.96	-9999	0	0.542406667	398.9351903
65	7.944227	2.18577	83.71117	95544.61	0.626	0	0.55241	399.0904692
65	7.573579	1.443569	83.60097	95561.84	-9999	0	0.54543	398.9778499
65	7.561195	2.306568	84.02106	95572.47	0.644	0	0.541173333	399.1032708
65	7.63935	0.7156351	82.70303	95543.06	0.568	0	0.53885	399.164368
65	7.547544	0.386871	85.16797	95512.89	0.204	0	0.53384	399.443244
65	7.821167	1.044018	84.12325	95536.35	1.11	0	0.538673333	399.6047919
65	8.177616	1.4303	80.23167	95519.38	1.167	0	0.537633333	399.5396158
65	7.9365	1.428516	82.34191	95510.15	0.985	0	0.54515	399.8750316
65	8.277604	1.28598	79.16088	95499.89	1.567	0	0.55255	399.9180153
65	8.449699	1.125472	77.52794	95496.49	1.38	0.008	0.545256667	399.6684387
65	7.991861	0.3097048	82.32755	95511.13	8.56	16.22	0.54195	399.4833715
65	8.100717	0.5788466	82.44878	95494.27	41.02	72.9	0.547746667	399.2625604
65	8.452897	0.366013	79.89316	95485.93	80	162.4	0.546883333	399.0626547
65	9.022477	0.7118823	73.95464	95478.84	86.1	177.1	0.55189	398.5894726
65	9.313948	0.6616333	69.35034	95424.39	63.62	141	0.556206667	398.5467419
65	8.760175	1.960347	73.03234	95445.75	73	169.7	0.555356667	398.6489265
65	7.759796	0.9429249	83.05494	95524.7	72.7	171.4	0.558473333	398.2716083
65	7.594411	1.976327	83.4661	95564.18	68.84	162.4	0.564626667	398.8533228
65	7.568662	3.20803	83.95604	95579.29	56.37	136.9	0.568773333	398.9414694
65	7.30526	1.798566	86.60873	95643.23	52.75	130.5	0.57332	398.7558646
65	7.529252	3.766706	85.46381	95727.34	52.79	130.9	0.548403333	398.7681127
65	7.325026	1.926472	86.8676	95830.46	60.32	148.1	0.560866667	398.4715333
65	7.103421	1.25327	88.0256	95934.36	74.6	179.2	0.553393333	398.2389458
65	6.991923	2.035219	88.51691	96014.31	83.8	201.1	0.545346667	398.111864
65	6.95526	1.774981	87.28672	96107.62	121.2	281.4	0.54505	397.9250967
65	7.185143	2.166277	85.27179	96156.07	142.4	322.2	0.551553333	397.7445814
65	7.142036	1.364742	87.11539	96192.76	113.7	258.9	0.545513333	397.6475658
65	7.028412	0.1048302	92.33014	96232.41	124.2	277.7	0.542113333	396.7035027
65	7.100988	0.2156169	97.56819	96259.44	118.5	257.2	0.538256667	395.8603495
65	7.407485	0.4874976	90.30404	96308.22	102.4	224.2	0.556936667	396.8998359
65	7.531855	0.3896025	90.00654	96350.52	73.8	165.4	0.528783333	396.3786451
65	7.820292	2.038213	81.7183	96390.32	24.69	56.3	0.544846667	397.6654571
65	7.574298	1.294473	82.32056	96421.98	8.64	22.98	0.543413333	398.4540053
65	7.634093	0.9579201	81.40174	96462.45	-9999	1.553	0.545456667	398.8486877
65	7.505463	0.6671488	82.16472	96505.93	-9999	0	0.546833333	399.1261842
65	7.527747	0.4784103	82.22036	96549.89	0.422	0	0.545146667	399.6747032
65	7.802146	0.6835247	81.21778	96600.02	0.435	0	0.546936667	399.7990168
65	7.93729	1.331209	79.84813	96655.21	1.709	0	0.54732	399.8999565
65	7.809069	1.84737	79.48139	96697.57	0.808	-9999	0.54917	400.0059146
65	7.844933	1.759359	77.8082	96756.07	0.786	0	0.560976667	400.1406811
65	7.64685	1.640165	80.00786	96799.14	0.395	0	0.518473333	400.5719453
65	7.058168	0.4582365	86.96357	96839.58	-9999	0	0.561923333	400.6313847
65	6.85594	1.058169	90.06972	96903.16	-9999	0	0.551993333	400.1097741
65	6.821411	0.5204532	90.80856	96960.58	-9999	0	0.557763333	400.3388833
66	7.219801	1.932622	82.77028	96989.2	1.474	-9999	0.554583333	400.7965653
66	7.427297	2.63272	78.19589	97027.72	1.744	0	0.56069	400.3345059
66	7.27351	2.061261	78.92416	97065.41	0.999	0	0.5616	400.4188143
66	7.320696	2.454161	79.54835	97122.73	-9999	0	0.56705	400.3679502
66	6.878995	2.0716	83.84307	97130.31	0.022	0	0.56741	400.4723063
66	6.450995	1.143203	88.0206	97146.36	-9999	0	0.574813333	401.514874
66	5.731104	0.2284806	96.69476	97162.68	-9999	0	0.57958	404.3351645
66	5.338522	0.7664998	99.63976	97197.72	-9999	0	0.566383333	407.2519227
66	5.165797	0.3756809	100	97217.63	-9999	0	0.564063333	407.3159659
66	5.032466	0.2752465	100	97240.54	-9999	0	0.578953333	406.8633736
66	4.909863	0.7779315	100	97255.13	-9999	0	0.577473333	408.0927347
66	4.752532	0.7420456	100	97274.26	-9999	0	0.584606667	406.4855716
66	4.707358	0.2941829	100	97308.04	-9999	0	0.578293333	405.3810979
66	4.688983	0.2988135	100	97355.38	0.098	0.245	0.585906667	405.8495443
66	4.547228	1.760625	100	97391.11	5.172	11.88	0.587943333	406.8031562
66	4.59186	0.4285255	100	97406.62	20.01	50.83	0.593136667	405.1398429
66	4.656741	0.4948487	99.89588	97429.28	56.59	137.9	0.56917	404.7281736
66	4.450726	0.8828654	100	97479.7	139	289	0.585083333	409.1712202
66	5.23814	0.1161608	100	97522.9	217.8	457.3	0.59217	407.3348951
66	6.333661	0.2764063	97.64095	97544.01	316	689.5	0.599063333	403.1872727
66	7.515939	0.4311851	87.89548	97552.27	336.9	765	0.602993333	398.7293513
66	7.41379	1.603395	90.4844	97555.27	310.8	707	0.607923333	397.2755427
66	9.029732	0.5844535	81.16503	97533.17	286.2	653.9	0.615583333	395.164449
66	0	0	0	0	399.9	907	0.618353333	-9999
66	9.268933	1.034656	80.57825	97519.84	419.7	982	0.620636667	395.4096857
66	10.1584	1.949637	73.59982	97497.77	631.7	1481	0.621813333	396.2124554
66	10.68317	2.188613	66.85795	97465.87	541.2	1287	0.621963333	396.4246066
66	11.06795	1.613176	63.82303	97428.45	373.5	866	0.606113333	395.7367141
66	11.39637	1.281694	59.22807	97370.24	355.3	830	0.624276667	395.7651523
66	11.63418	0.6766129	59.0319	97338.11	251.1	594.8	0.631386667	394.719449
66	11.91202	0.624264	59.85962	97306.36	316.2	744	0.627353333	393.7470347
66	12.00047	0.7109746	57.23595	97273.37	238.8	563.9	0.62524	393.9750915
66	12.35327	0.3947173	61.16676	97254.49	249.7	593.9	0.628743333	390.8792157
66	12.1748	1.052612	61.65532	97245.14	235.7	557.6	0.62698	391.3257252
66	12.4922	0.8447114	58.95493	97261.98	158.2	384.6	0.627386667	391.8042238
66	11.33441	0.7141598	69.58952	97260.85	71.7	192.4	0.62917	389.7456369
66	9.065411	1.763446	76.91491	97273.25	6.665	38.7	0.63412	391.149715
66	7.71965	2.407553	81.60015	97298.59	-9999	3.128	0.63543	393.3942149
66	6.65918	1.673186	84.95658	97325.34	-9999	0	0.636286667	396.3078611
66	6.092065	1.464572	85.36048	97330.74	-9999	0	0.63125	398.4034418
66	5.373464	1.424507	87.49872	97322.33	-9999	0	0.62893	399.9918296
66	4.893738	1.640562	89.04158	97330.51	-9999	0	0.626326667	401.3068329
66	4.602517	1.027618	89.75443	97323.98	-9999	0	0.63338	401.6384096
66	4.188834	0.8708495	90.78877	97317.62	-9999	0	0.635823333	402.8025186
66	3.704422	0.4501682	91.72326	97301.29	-9999	0	0.64227	403.8227769
66	3.672286	0.4827223	94.19791	97270.92	-9999	0	0.64537	403.7164208
66	3.092491	0.8644865	95.14772	97239.79	-9999	0	0.64846	404.158846
66	2.640189	0.9762074	100	97209.32	-9999	0	0.657483333	407.2756411
67	2.526214	1.022606	100	97163.8	-9999	0	0.632286667	408.1763564
67	1.801894	1.178163	100	97132.85	-9999	0	0.657423333	409.4766094
67	1.88303	1.047539	100	97136.02	-9999	0	0.65952	409.1720065
67	1.767303	0.990964	100	97140.86	-9999	0	0.666773333	409.4834092
67	1.567405	1.332324	100	97131.85	-9999	0	0.666016667	410.3731784
67	1.39481	0.9848506	100	97086	-9999	0	0.672863333	410.9493647
67	1.17573	1.132779	100	97036.01	-9999	0	0.6801	411.1055475
67	0.9895694	1.526955	100	96994.02	-9999	0	0.68202	411.8387778
67	1.208132	1.029491	100	96978.45	-9999	0	0.67484	411.2362389
67	0.9513258	1.225774	100	96967.63	-9999	0	0.673073333	412.6105752
67	1.293813	0.7677935	100	96947.4	-9999	0	0.685833333	411.3862902
67	1.611097	1.004081	100	96921.1	-9999	0	0.690673333	410.8695044
67	1.951273	1.385241	100	96934.76	-9999	0	0.700486667	409.546775
67	1.816398	0.7214697	100	96939.27	0.186	0.413	0.7001	410.9117
67	1.791216	1.365261	100	96925.12	4.729	9.73	0.708326667	411.9274436
67	2.193859	0.556022	100	96909.31	36.51	72.2	0.71598	411.8822119
67	2.400609	0.4097126	100	96898.54	45.75	94.7	0.724213333	411.7309204
67	2.849033	0.9140005	100	96866.84	76.4	162.4	0.729466667	410.133253
67	3.632352	0.9712738	100	96828.17	171.5	362	0.73932	407.3323312
67	4.582313	0.8055338	98.92779	96814.41	256	549.2	0.748816667	403.5143485
67	5.679108	0.3289101	95.46697	96807.53	251.2	554.5	0.76509	400.0115612
67	6.56392	0.2446459	92.94833	96791.5	207.5	489.8	0.792133333	396.3549957
67	7.337719	0.36806	91.57037	96785.88	237.8	566.7	0.821213333	392.8331572
67	7.850065	0.654522	90.49323	96784.04	227.9	542	0.8522	391.3089111
67	7.763586	0.1852673	91.51661	96733.86	159.2	386.1	0.885776667	391.7300408
67	8.06053	0.4223315	92.51976	96695.19	154.6	373.3	0.915913333	389.5402302
67	8.224452	0.202425	94.10268	96654.15	128.7	312.7	0.959336667	389.9160139
67	8.198923	0.3220462	97.38461	96603.07	131.4	318.3	1.001096667	385.6223381
67	8.216867	0.4377627	99.21116	96556.88	107.1	260.8	1.052006667	383.7664423
67	8.174705	0.3164082	99.97901	96530.34	81.5	200.5	1.12741	384.0858858
67	8.206323	0.3113737	100	96524.54	49.94	127.2	1.188256667	383.4374277
67	8.187088	0.5104182	100	96485.61	41.65	107.3	1.272956667	385.6309797
67	8.041451	0.3112152	100	96451.7	28.35	73.3	1.37228	386.4847746
67	7.99636	0.3423583	100	96403.23	26.62	66.44	1.475323333	387.1674693
67	7.923951	0.3355695	100	96357.51	12.84	31.73	1.560253333	386.8836069
67	7.930526	0.3316275	100	96327.06	6.594	16.59	1.649283333	386.5094214
67	7.889458	0.5041231	100	96301.64	2.76	6.265	1.74449	388.2591544
67	7.832113	0.2386783	100	96271.71	0.115	0.054	1.833893333	388.6085827
67	7.768416	0.3190059	100	96244.24	0.031	0	1.899356667	391.7688551
67	7.960618	0.647393	100	96201.07	0.027	0	1.973143333	395.3693029
67	8.071507	0.3044583	100	96162.86	0.364	0	2.014583333	395.9570167
67	10.05149	0.4486908	100	96154.73	1.291	0	2.133496667	395.8437168
67	12.13955	1.388395	90.95189	96134.51	0.439	0	2.25279	395.3839299
67	12.78831	0.9744213	88.25333	96127.72	-9999	0	2.376523333	395.2720131
67	12.83543	1.921299	88.49971	96139.79	-9999	0	2.500096667	395.2656529
67	12.9606	4.147885	86.09846	96158.92	0.027	0	2.61424	395.4220939
67	12.73251	3.082521	85.68846	96212.49	-9999	0	2.734463333	395.765719
67	12.37517	3.327853	85.63429	96249.58	0.044	0	2.856196667	396.4500489
68	11.8771	2.859814	87.66402	96291.54	-9999	0	2.98729	397.0447718
68	11.59797	1.766269	88.51889	96330.43	-9999	0	3.097403333	397.5821493
68	10.87633	0.2460983	97.59657	96365.68	-9999	0	3.190866667	398.9132313
68	10.83966	0.7442817	98.09226	96391.59	-9999	0	3.249093333	400.0497858
68	10.51708	1.359139	100	96406.74	-9999	0	3.343436667	400.5501271
68	10.37835	0.7012781	100	96389.02	-9999	0	3.392833333	401.3778184
68	10.28817	1.462355	100	96356.19	-9999	0	3.4446	402.0972858
68	10.24059	1.061334	100	96320.88	-9999	0	3.4901	401.3843452
68	10.15088	0.9783433	100	96299.77	-9999	0	3.548033333	402.3371387
68	10.08243	0.4685606	100	96314.85	-9999	0	3.598166667	403.1735042
68	9.881447	1.012447	100	96332.63	-9999	0	3.6564	406.1760591
68	9.744587	1.234005	100	96331.27	-9999	0	3.741966667	408.8203913
68	9.723444	0.5870085	100	96347.27	0.004	0	3.837366667	408.5594821
68	9.507918	0.7111655	100	96366.36	-9999	0	3.960766667	415.571534
68	9.312393	0.7437421	100	96396.23	2.685	6.326	4.053266667	413.9685187
68	9.03338	0.8285469	100	96426.36	18.13	38.48	4.0973	418.4327484
68	9.187102	0.5742828	100	96468.31	44.54	94.1	4.138366667	418.6988664
68	9.162275	0.9843328	100	96512.22	61.68	131.3	4.1792	414.5391015
68	9.370005	0	100	96544.9	95	201.1	4.210833333	414.2259053
68	9.838882	0	100	96570.09	169.2	358.5	4.2336	409.5738823
68	9.958859	1.111744	100	96599.42	210.3	452.7	4.268133333	407.0892967
68	10.30815	0.7128443	100	96648.32	344.3	758	4.309066667	405.7578918
68	10.7472	1.074597	99.21541	96664.38	306.8	671.6	4.3582	398.9402195
68	11.23173	0.2928805	94.26517	96654.91	413.1	909	4.4165	394.3051915
68	12.13732	0.8087554	85.06464	96654.11	515.8	1186	4.464833333	393.2355824
68	12.03959	2.419152	77.92402	96636.16	427.8	990	4.4887	394.3434403
68	12.06986	2.767183	74.90652	96621.48	330.3	772	4.576133333	394.4527994
68	12.14663	1.837771	74.67614	96594.97	266.1	616	4.62	393.8977552
68	12.00503	0.8987618	80.58952	96558.98	222.5	514.7	4.6531	392.5707038
68	12.15581	1.038378	78.11924	96554.8	215.8	500.5	4.683533333	393.173723
68	12.37027	1.06892	75.55938	96565.06	248.4	574.7	4.708833333	392.9751899
68	12.02531	1.553518	76.20486	96565.73	89.8	215.4	4.7329	393.7257847
68	11.04618	1.435269	81.16068	96556.1	80.1	181.9	4.749466667	394.3020339
68	10.82088	0.6321688	83.3288	96540.11	68.8	153.2	4.756233333	393.4741395
68	10.37926	0.4024411	94.59078	96533.46	60.88	133.1	4.764166667	392.8593445
68	9.872067	0.3436341	98.49992	96492.36	28.05	61.96	4.757466667	393.9720673
68	9.374425	0.635551	96.52029	96474.17	8.16	20.09	4.749833333	395.2626662
68	9.194476	0.9494032	99.81545	96454.89	0.297	0.887	4.7285	398.2843935
68	8.690145	0.7062682	100	96478.16	-9999	0	4.731133333	399.5104752
68	8.592324	0.8311158	100	96482.5	-9999	0	4.716766667	403.903513
68	8.251137	0.5346682	99.39998	96481.09	-9999	0	4.709733333	403.3281689
68	8.008664	1.079543	97.83508	96466.58	-9999	-9999	4.700466667	405.4574563
68	7.760136	0.8222719	98.65289	96468.93	-9999	-9999	4.691533333	409.9844815
68	7.790729	0.3877499	100	96463.59	-9999	-9999	4.677066667	407.9036933
68	7.687754	0.2932197	98.20269	96455.37	-9999	-9999	4.675366667	407.1366458
68	7.599247	0.3793	99.3605	96453.89	-9999	-9999	4.6569	408.8217314
68	7.283706	1.026872	100	96444.2	-9999	-9999	4.650466667	412.9089526
68	6.908862	0.6176529	100	96429.18	-9999	-9999	4.633233333	413.8952234
69	6.861785	0.9352486	100	96442.7	-9999	-9999	4.621166667	413.0960074
69	7.240879	2.389827	94.36975	96484.42	-9999	-9999	4.620366667	409.3730019
69	6.670974	1.884808	89.85357	96487.01	-9999	-9999	4.615166667	404.5724205
69	6.380551	0.2319538	93.53377	96495.42	0.164	-9999	4.6091	406.0349849
69	6.095159	0.7681566	98.38337	96499.27	-9999	-9999	4.601566667	406.8529682
69	5.93363	0.8434139	99.27209	96487.79	-9999	-9999	4.5866	405.3059146
69	5.684159	0.7906976	100	96474.43	-9999	-9999	4.5823	407.42314
69	5.57981	0.4603994	100	96482.77	-9999	-9999	4.575466667	408.0880652
69	5.557603	0.2712086	100	96480.39	-9999	-9999	4.5665	407.3167123
69	5.566587	0.02710145	100	96490.23	-9999	-9999	4.5585	408.668024
69	5.53278	0.5359256	100	96519.37	-9999	-9999	4.527666667	410.2187132
69	5.555172	0.9182125	100	96565.98	-9999	-9999	4.537433333	408.253841
69	5.477674	1.78262	93.65932	96619.3	-9999	-9999	4.528066667	406.1763736
69	5.338344	1.008893	93.15721	96649.32	-9999	0.069	4.523466667	404.7101613
69	5.252447	0.14422	98.84306	96667.5	9.13	19.41	4.5169	404.4591343
69	5.095372	0.5824478	100	96700.02	23.6	43.56	4.505933333	407.0963213
69	5.090389	0.2382056	100	96731.71	50.73	108.8	4.498933333	406.5059688
69	5.586243	0.3808573	100	96778.63	136.8	275.9	4.498533333	404.832534
69	5.551773	2.519928	95.10872	96843.48	86.6	191	4.502333333	402.3379209
69	4.98633	2.98902	87.7776	96914.41	102.7	225.3	4.508933333	402.2088277
69	5.16384	3.093525	87.20498	96984.25	169.6	366.9	4.491933333	400.8986132
69	5.710791	2.593866	82.79439	97057.9	298	643.9	4.5061	400.0523175
69	6.696359	0.7353784	84.15997	97092.21	428.2	926	4.5238	397.9624165
69	6.58699	1.399024	83.60236	97110.42	338	727	4.5416	397.7968954
69	6.51424	2.373457	83.59482	97145.31	312.8	685.1	4.574066667	398.2628989
69	6.331031	1.949687	83.28671	97175.86	553.3	1213	4.603233333	398.2725082
69	6.390272	3.090113	81.35844	97200.3	271	601.7	4.6236	398.5074638
69	5.857394	3.100052	83.97665	97214.26	252.2	551.6	4.6344	398.796761
69	5.449648	2.828804	86.23187	97233.64	122.1	279.9	4.641266667	399.4167517
69	6.508894	2.208457	83.32292	97235.2	536.8	1163	4.632866667	397.1139362
69	6.115633	3.259565	83.63908	97281.8	89	205.6	4.643866667	397.9950858
69	5.730731	2.648304	83.77496	97315.07	125.3	274	4.613333333	398.4132436
69	6.271517	1.819062	82.89021	97334.82	186.6	403	4.629133333	397.2248453
69	6.404509	2.618982	83.11385	97377.09	83.5	183.6	4.6304	397.5418168
69	6.109924	2.331536	84.99592	97420.23	52.97	115.9	4.6288	398.6496693
69	5.92121	2.659756	84.86681	97477.05	27.23	54.25	4.6261	399.504308
69	5.791637	3.854054	80.16172	97522.63	14.21	31.36	4.616033333	400.3042465
69	5.691306	3.604545	78.32465	97547.91	1.159	3.711	4.606433333	400.8048682
69	5.087135	2.231569	84.10764	97602.72	-9999	0	4.584133333	401.2602007
69	4.36208	0.786023	95.65632	97650.55	-9999	0	4.5699	403.5887523
69	4.24464	0.4473048	99.4707	97705.96	-9999	0	4.550433333	403.5313964
69	4.261433	0.3238373	99.60748	97764.16	-9999	0	4.543433333	403.7322938
69	4.357627	0.8755419	94.1284	97833.69	-9999	0	4.5075	402.9509587
69	4.01514	0.4445389	94.9871	97889.43	-9999	0	4.504066667	406.8552
