    0.3996     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3992     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3988     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3985     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3983     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3980     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3978     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3976     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3975     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3972     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3969     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3964     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3957     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3948     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3936     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3923     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3910     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3896     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3878     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3861     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3840     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3818     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3797     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3779     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3763     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3744     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3727     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3710     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3692     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3675     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3999     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3662     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3998     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3650     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3998     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
    0.3639     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.3999     0.3998     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000     0.4000
