   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0068    -0.0119    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0068    -0.0119    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0068    -0.0119    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0068    -0.0119    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0068    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
   -0.0088    -0.0074    -0.0059    -0.0050    -0.0046    -0.0067    -0.0118    -0.0113    -0.0103    -0.0114    -0.0126    -0.0136    -0.0135    -0.0134    -0.0131    -0.0126    -0.0120    -0.0114    -0.0109    -0.0105
