   1       0.6698   0.1338   0.0765
   2       0.6730   0.2070   0.1254
   3       0.6786   0.2488   0.1465
   4       0.3603   0.1906   0.1165
   5       0.3884   0.2717   0.1704
   6       0.4652   0.3914   0.2422
   7       0.2190   0.2698   0.1818
   8       0.2464   0.3689   0.2558
   9       0.2605   0.4729   0.3105
  10       0.1397   0.3693   0.2676
  11       0.1622   0.4784   0.3508
  12       0.2096   0.6133   0.4443
  13       0.0960   0.5156   0.4154
  14       0.1184   0.6150   0.4770
  15       0.1531   0.7415   0.5689
  16       0.0781   0.7626   0.6462
  17       0.0847   0.8304   0.7078
  18       0.0955   0.9054   0.7775
  19       0.6699   0.1452   0.0872
  20       0.6737   0.1875   0.1059
  21       0.6802   0.2323   0.1347
  22       0.3608   0.2092   0.1381
  23       0.3890   0.2757   0.1681
  24       0.4664   0.3649   0.2087
  25       0.2198   0.2682   0.1801
  26       0.2357   0.3622   0.2370
  27       0.2651   0.4660   0.3002
  28       0.1440   0.3690   0.2666
  29       0.1688   0.4755   0.3384
  30       0.2161   0.6189   0.4274
  31       0.0981   0.5132   0.4068
  32       0.1190   0.6203   0.4958
  33       0.1313   0.7494   0.5969
  34       0.0797   0.7626   0.6462
  35       0.0870   0.8304   0.7078
  36       0.0936   0.9054   0.7775
  37       0.6705   0.1527   0.0989
  38       0.6736   0.1796   0.1011
  39       0.6855   0.2298   0.1264
  40       0.3608   0.2092   0.1381
  41       0.3890   0.2757   0.1681
  42       0.4664   0.3649   0.2087
  43       0.2201   0.2668   0.1779
  44       0.2316   0.3652   0.2430
  45       0.2683   0.4829   0.3066
  46       0.1440   0.3690   0.2666
  47       0.1688   0.4755   0.3384
  48       0.2161   0.6189   0.4274
  49       0.1020   0.5143   0.4106
  50       0.1105   0.6201   0.4953
  51       0.1277   0.7508   0.6020
  52       0.0797   0.7626   0.6462
  53       0.0870   0.8304   0.7078
  54       0.0936   0.9054   0.7775
  55       0.6699   0.1452   0.0872
  56       0.6737   0.1875   0.1059
  57       0.6802   0.2323   0.1347
  58       0.3603   0.1906   0.1165
  59       0.3884   0.2717   0.1704
  60       0.4652   0.3914   0.2422
  61       0.2198   0.2682   0.1801
  62       0.2357   0.3622   0.2370
  63       0.2651   0.4660   0.3002
  64       0.1397   0.3693   0.2676
  65       0.1622   0.4784   0.3508
  66       0.2096   0.6133   0.4443
  67       0.0981   0.5132   0.4068
  68       0.1190   0.6203   0.4958
  69       0.1313   0.7494   0.5969
  70       0.0781   0.7626   0.6462
  71       0.0847   0.8304   0.7078
  72       0.0955   0.9054   0.7775
